character,codepoint,unicode_name,unicode_category,unicode_block,production_occurrences,resource_classes,sample_contexts,classification,JPN-0007,JPN-000E,JPN-001C,JPN-00C7,MLG-0007,MLG-000E
赚,U+8D5A,CJK UNIFIED IDEOGRAPH-8D5A,Lo,CJK Unified Ideographs,31,BRIEFING | SLOT_OLANG | STAGEDAT_OLANG,STAGEDAT_OLANG/LANG_MYOUTER_STAFF.OLANG#9843: 作为佣兵前往战场，赚取“GMP”。 || STAGEDAT_OLANG/LANG_MYOUTER_STAFF.OLANG#19413: 作为佣兵前往战场，赚取“GMP”。 || STAGEDAT_OLANG/LANG_MYOUTER_STAFF_COMMENT.OLANG#19490: “为了留在祖国的妻子和女儿，我得好好赚钱才行…………我做了这样的梦。” || STAGEDAT_OLANG/LANG_MYOUTER_STAFF_COMMENT.OLANG#19601: “我来当赚钱的主力。” || STAGEDAT_OLANG/LANG_MYOUTER_STAFF_COMMENT.OLANG#19752: “先说清楚，我来这里是为了赚弟弟的学费。别跟我搞拙劣的套近乎。”,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
赛,U+8D5B,CJK UNIFIED IDEOGRAPH-8D5B,Lo,CJK Unified Ideographs,48,BRIEFING | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,LOOSE_OLANG/007E2F18#4920: 在对战规则“团队死亡竞赛（TDM）”中获胜的关卡数超过时授予。（英雄度增加） || LOOSE_OLANG/007E2F18#4921: 在对战规则“死亡竞赛（DM）”中获胜的关卡数超过时授予。（英雄度增加） || LOOSE_OLANG/007E2F18#5197: ●太空竞赛与冷战核竞赛 || LOOSE_OLANG/007E2F18#5201: 冷战与核开发竞赛 || STAGEDAT_OLANG/LANG_MYOUTER_STAFF_COMMENT.OLANG#19454: “看看我这胳膊有多粗。我在老家的掰手腕比赛里连续两届夺冠。再之前是亚军，不过更前一届也是冠军。”,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
赝,U+8D5D,CJK UNIFIED IDEOGRAPH-8D5D,Lo,CJK Unified Ideographs,1,BRIEFING,BRIEFING/BRIEFING_FILES_BLOCK_051320#7: 住手！那种东西只是赝品！！,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
赞,U+8D5E,CJK UNIFIED IDEOGRAPH-8D5E,Lo,CJK Unified Ideographs,23,BRIEFING | SLOT_OLANG | STAGEDAT_OLANG,STAGEDAT_OLANG/LANG_MYOUTER_STAFF_SKILL.OLANG#19846: 【任务效果】・队友使敌人失去战斗能力时，会发动『真不愧是你！』战吼进行称赞。・受到称赞的队友会恢复少量精神值。・使用战吼后将无法满足获得S评价的条件，请注意。 || SLOT_OLANG/5D2088CC#29987: 被赞誉为真正的爱国者还被总统授予BIGBOSS的称号 || SLOT_OLANG/5DD982F6#88136: 【任务效果】・队友使敌人失去战斗力时，会发动『真不愧是你！』的言灵加以称赞。・受到称赞的队友会略微恢复气力。・使用言灵后将无法满足S级评价条件，需注意。 || SLOT_OLANG/5DD982F6#88211: 【任务效果】・队友使敌人失去战斗力时，会发动『真不愧是你！』的言灵加以称赞。・受到称赞的队友会略微恢复气力。・使用言灵后将无法满足S级评价条件，需注意。 || SLOT_OLANG/5DD982F6#88286: 【任务效果】・队友使敌人失去战斗力时，会发动『真不愧是你！』的言灵加以称赞。・受到称赞的队友会略微恢复气力。・使用言灵后将无法满足S级评价条件，需注意。,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
赠,U+8D60,CJK UNIFIED IDEOGRAPH-8D60,Lo,CJK Unified Ideographs,13,LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,LOOSE_OLANG/007E2F18#4948: 向其他玩家赠送武器或道具超过次时授予，以表彰其慷慨。（英雄度增加） || STAGEDAT_OLANG/LANG_MYOUTER_TOP.OLANG#10146: 可以接收其他玩家的礼物，也可以自己制作并赠送。 || STAGEDAT_OLANG/LANG_GETTITLE_INSIGNIA_LIST.OLANG#14985: 因向其他玩家赠送武器或道具的次数超过而授予，以表彰其慷慨。（英雄值增加） || STAGEDAT_OLANG/LANG_MYOUTER_TOP.OLANG#20147: 可以接收其他玩家的礼物，也可以自己制作并赠送。 || SLOT_OLANG/5D06A8D5#22934: #已向职员赠送礼物。,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
赢,U+8D62,CJK UNIFIED IDEOGRAPH-8D62,Lo,CJK Unified Ideographs,138,BRIEFING | LOOSE_OLANG | SLOT_OLANG | YPK_GTT,YPK_GTT/1C7679A5#57: 这样下去恐怕赢不了……先暂时撤退，重新整备装备！ || YPK_GTT/1C7A736D#9: 那样根本伤不了敌人。不可能赢！ || YPK_GTT/1C7A73ED#72: 敌人的AI兵器已经摧毁！我们赢了！ || YPK_GTT/1C7BF32D#35: 那样根本伤不了敌人。不可能赢！ || YPK_GTT/1C7BF3AD#36: 那样根本伤不了敌人。不可能赢！,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
赤,U+8D64,CJK UNIFIED IDEOGRAPH-8D64,Lo,CJK Unified Ideographs,4,BRIEFING | SLOT_OLANG | STAGEDAT_OLANG,STAGEDAT_OLANG/LANG_GETTITLE_INSIGNIA_LIST.OLANG#14974: 因上半身赤裸完成的任务数超过而授予。（英雄值增加） || SLOT_OLANG/5DE6EF4C#90573: 因上半身赤裸完成的任务数超过而授予。（英雄值增加） || BRIEFING/BRIEFING_FILES_BLOCK_025B50#1: 哥斯达黎加确实靠近赤道，但山地也很多。 || BRIEFING/BRIEFING_FILES_BLOCK_085AF0#8: 两人从淋浴间出来时，竟然全身赤裸地扭打在一起。,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
赫,U+8D6B,CJK UNIFIED IDEOGRAPH-8D6B,Lo,CJK Unified Ideographs,7,BRIEFING | SLOT_OLANG,SLOT_OLANG/5DDB94DF#88762: 也和圣赫罗尼莫彻底断了关系…… || SLOT_OLANG/5DDB94DF#88946: 也和圣赫罗尼莫彻底断了关系…… || SLOT_OLANG/5DDB94DF#89130: 也和圣赫罗尼莫彻底断了关系…… || SLOT_OLANG/5DDB94DF#89314: 也和圣赫罗尼莫彻底断了关系…… || SLOT_OLANG/5DDB94DF#89498: 也和圣赫罗尼莫彻底断了关系……,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
走,U+8D70,CJK UNIFIED IDEOGRAPH-8D70,Lo,CJK Unified Ideographs,529,BRIEFING | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YPK_GTT/1C0FB26B#225: 再不快点他就醒了。赶紧让他‘咻——’一下飞走吧。 || YPK_GTT/1C0FB26B#231: 物品被抢走了！把它夺回来！ || YPK_GTT/1C677327#36: 就是他！我的ID卡就是被他抢走的。 || YPK_GTT/1C677327#79: Strangelove博士的研究设施LAB在北边。向北走。 || YPK_GTT/1C7679A5#4: 往那边走干什么？,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
赴,U+8D74,CJK UNIFIED IDEOGRAPH-8D74,Lo,CJK Unified Ideographs,9,BRIEFING | SLOT_OLANG,SLOT_OLANG/5D15C941#28698: 作为佣兵奔赴战场，赚取『GMP』。 || SLOT_OLANG/5D15C941#28849: 作为佣兵奔赴战场，赚取『GMP』。 || SLOT_OLANG/5D15C941#29000: 作为佣兵奔赴战场，赚取『GMP』。 || SLOT_OLANG/5D15C941#29151: 作为佣兵奔赴战场，赚取『GMP』。 || SLOT_OLANG/5D15C941#29302: 作为佣兵奔赴战场，赚取『GMP』。,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
赶,U+8D76,CJK UNIFIED IDEOGRAPH-8D76,Lo,CJK Unified Ideographs,132,BRIEFING | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YPK_GTT/1C0FB26B#57: 同伴正在赶过去！撑到他抵达！ || YPK_GTT/1C0FB26B#64: 拜托……一定要赶上。 || YPK_GTT/1C0FB26B#86: 再不快点研究员就会被转移。赶紧用富尔顿回收。 || YPK_GTT/1C0FB26B#135: 很好！接下来赶往回收地点GOAL！ || YPK_GTT/1C0FB26B#161: 好，拍到好照片了。马上去冲洗，赶紧回来。,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
起,U+8D77,CJK UNIFIED IDEOGRAPH-8D77,Lo,CJK Unified Ideographs,1052,BRIEFING | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YPK_GTT/1C0FB26B#160: 这是心理战。别让他起疑。 || YPK_GTT/1C0FB26B#190: 搞得我都紧张起来了…… || YPK_GTT/1C0FB26B#259: 说起来，我们以前是不是也在这一带找过东西？我记得那是…… || YPK_GTT/1C0FB26B#260: 想起来了！ || YPK_GTT/1C677327#21: 灌木里也许藏着伪装起来的狙击手。小心。,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
趁,U+8D81,CJK UNIFIED IDEOGRAPH-8D81,Lo,CJK Unified Ideographs,35,BRIEFING | SLOT_OLANG | YPK_GTT,YPK_GTT/1C0FB26B#32: 成功了。趁幽灵还没缠上你，快回来。 || YPK_GTT/1C0FB26B#219: 趁士兵还昏迷时回收。 || YPK_GTT/1C7679A5#128: 趁LIFE没耗尽，记得及时恢复。也可以装备军粮。 || YPK_GTT/1C7679A5#151: 趁现在让他睡着也是个办法。 || YPK_GTT/1C79F2AD#11: 趁遇到敌人之前，先拿它练习一下。,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
超,U+8D85,CJK UNIFIED IDEOGRAPH-8D85,Lo,CJK Unified Ideographs,427,BRIEFING | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YPK_GTT/1C677327#4: 从那里摔下去基本没救…除非是你这种超人。 || YPK_GTT/1C7679A5#0: 前方已经超出任务范围。 || YPK_GTT/1C7679A5#1: 这里超出任务范围。 || YPK_GTT/1C7679A5#198: 不能下水，那里超出任务范围。 || YPK_GTT/1C7679A5#325: 超级合作武器——轨道炮。,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
越,U+8D8A,CJK UNIFIED IDEOGRAPH-8D8A,Lo,CJK Unified Ideographs,521,BRIEFING | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YPK_GTT/1C0FB26B#234: 越到后面，好像会投入越有能力的士兵。小心。 || YPK_GTT/1C79F2AD#14: 采用越肩瞄准时，可以高精度瞄准目标。 || YPK_GTT/1C79F2AD#38: 投掷武器时，按住越久，就能扔得越远。 || YPK_GTT/1C79F2AD#48: 命中的位置越靠近头部，效果越强。 || YPK_GTT/1C7A72AD#23: 伪装指数越低，就越容易被敌人发现。,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
趟,U+8D9F,CJK UNIFIED IDEOGRAPH-8D9F,Lo,CJK Unified Ideographs,3,BRIEFING | SLOT_OLANG,SLOT_OLANG/5D3AF9CD#34053: 那就送你一趟气球之旅。 || BRIEFING/BRIEFING_FILES_BLOCK_044420#3: 等尼加拉瓜恢复和平，我也想去趟刚果啊……。 || BRIEFING/BRIEFING_FILES_BLOCK_08FF20#7: 这是一趟无法归来的旅程。她受到的待遇，和那只莱卡犬没有两样。,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
趣,U+8DA3,CJK UNIFIED IDEOGRAPH-8DA3,Lo,CJK Unified Ideographs,146,BRIEFING | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YPK_GTT/1C0FB26B#44: 幽灵？没兴趣。要是Harpy我倒想看看…… || YPK_GTT/1C0FB26B#242: 难道逃跑就是他的人生乐趣？ || YPK_GTT/1C7679A5#251: 抱歉，我对男人的裸体没兴趣。穿上衣服如何？ || LOOSE_OLANG/00D345A5#5977: 热门杂志。放置后，会有不少人被内容吸引而停下脚步阅读。随着刊期增加，内容会越来越有趣，读者也会沉浸得更久。 || LOOSE_OLANG/00D345A5#5978: 热门杂志。放置后，会有不少人被内容吸引而停下脚步阅读。随着刊期增加，内容会越来越有趣，读者也会沉浸得更久。,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
足,U+8DB3,CJK UNIFIED IDEOGRAPH-8DB3,Lo,CJK Unified Ideographs,439,BRIEFING | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YPK_GTT/1C7AF2ED#2: 听说Basilisco足有30瓦拉25m高。 || LOOSE_OLANG/005184E3#3292: 存储设备剩余空间不足。保存本游戏数据需要至少XXMB的剩余空间。 || LOOSE_OLANG/0072F326#3920: 所选存储设备的可用空间不足，无法创建系统数据。创建系统数据需要至少[lack_strage_system_capacity]KB可用空间。请连接有足够可用空间的存储设备，是否重试？ || LOOSE_OLANG/0072F326#3921: 所选存储设备的可用空间不足，无法创建存档数据。创建存档数据需要至少[lack_strage_save_capacity]KB可用空间。请连接有足够可用空间的存储设备，是否重试？ || LOOSE_OLANG/007E2F18#5179: ●苏联的双足步行研究,CN_ALREADY_COVERED,NO,YES,NO,YES,YES,YES
趴,U+8DB4,CJK UNIFIED IDEOGRAPH-8DB4,Lo,CJK Unified Ideographs,176,OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YPK_GTT/1C7679A5#126: 没有军粮时，可以趴下休息。找个安全的地方。 || YPK_GTT/1C7679A5#135: 没军粮也没关系，趴下休息就行。 || YPK_GTT/1C7A72AD#10: 趴下时恢复得更快。 || YPK_GTT/1C7A72AD#14: 要趴下，按住方向键下。 || YPK_GTT/1C7A72AD#15: 要趴下，按住A键。,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
跃,U+8DC3,CJK UNIFIED IDEOGRAPH-8DC3,Lo,CJK Unified Ideographs,15,BRIEFING | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YPK_GTT/1C7BF3AD#17: 小心它跳跃后的落点！ || LOOSE_OLANG/007E2F18#3957: 进入跳跃姿态！ || LOOSE_OLANG/007E2F18#3994: 进入跳跃姿态！ || LOOSE_OLANG/007E2F18#4260: 准备跳跃！ || STAGEDAT_OLANG/LANG_MYOUTER_DEVELOP_METAL.OLANG#18811: 准备大跳跃,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
跌,U+8DCC,CJK UNIFIED IDEOGRAPH-8DCC,Lo,CJK Unified Ideographs,1,YPK_GTT,YPK_GTT/1C0FB26B#160: 把他工作时一副很闲的照片公开出去，让他的评价跌到谷底。,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
跑,U+8DD1,CJK UNIFIED IDEOGRAPH-8DD1,Lo,CJK Unified Ideographs,264,BRIEFING | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YPK_GTT/1C0FB26B#53: 该死，幽灵的束缚好像解开了！快跑，它追过来了！ || YPK_GTT/1C0FB26B#93: 敌人会不断涌出来。没空到处跑，就从那里不停射击！ || YPK_GTT/1C0FB26B#167: 俘虏受惊逃跑了。快追上去！ || YPK_GTT/1C0FB26B#173: 跑掉了……作战失败…… || YPK_GTT/1C0FB26B#240: Zadornov跑哪去了？再爱散步也该有个限度。,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
距,U+8DDD,CJK UNIFIED IDEOGRAPH-8DDD,Lo,CJK Unified Ideographs,266,BRIEFING | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,"YPK_GTT/1C7679A5#304: 麻醉枪只要命中一发，药效迟早会让敌人睡着。可以远距离命中后等他睡着再前进。 || YPK_GTT/1C79F2ED#9: 哥斯达黎加铁路轨距1,067毫米，和日本国铁一样。 || YPK_GTT/1C79F3ED#2: 每个训练间到目标TARGET的距离不同。要根据情况切换武器。 || YPK_GTT/1C79F3ED#3: 这里是近距离训练间。 || YPK_GTT/1C79F3ED#5: 这里是远距离训练间。",CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
跟,U+8DDF,CJK UNIFIED IDEOGRAPH-8DDF,Lo,CJK Unified Ideographs,338,BRIEFING | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YPK_GTT/1C7679A5#211: 哦！跟我穿一样的嘛！ || YPK_GTT/1C7679A5#216: 哎呀，跟我穿一样？ || YPK_GTT/1C79F42D#32: 太厉害了……再也不能跟Chico说“它们不存在”了。 || YPK_GTT/1C79F42D#34: 怪、怪物……我试着跟怪物大人说说话。……你能行的，Cecile。 || YPK_GTT/1C79F42D#40: 那不是艾露猫吗？要不要跟它说说话？,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
跨,U+8DE8,CJK UNIFIED IDEOGRAPH-8DE8,Lo,CJK Unified Ideographs,8,BRIEFING | LOOSE_OLANG | SLOT_OLANG,LOOSE_OLANG/007E2F18#5655: 双月刊女性时尚杂志。特辑内容满足女性士兵即使身处残酷战场也想保持美丽的需求。身着时尚服装的模特跨页写真，也受到男性读者的热烈支持。(PhotobyFamitsuWaveDVD) || SLOT_OLANG/5D1DF209#29781: 开始招募跨战参加者。 || SLOT_OLANG/5D1DF209#29863: 开始招募跨战参加者。 || SLOT_OLANG/5D1DF209#29945: 开始招募跨战参加者。 || SLOT_OLANG/5D3AF52D#33215: 政府声称他们是‘跨国企业的警卫’。,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
路,U+8DEF,CJK UNIFIED IDEOGRAPH-8DEF,Lo,CJK Unified Ideographs,323,BRIEFING | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YPK_GTT/1C0FB26B#110: 避开敌人的视线回收物资。别迷路。 || YPK_GTT/1C0FB26B#171: 从桥上应该能看到道路。摧毁经过那里的卡车。 || YPK_GTT/1C79F2AD#63: 通往目标设施的道路似乎被栅栏挡住了。 || YPK_GTT/1C79F2AD#85: 它、它居然用两条腿走路！？也许能作为研究参考… || YPK_GTT/1C79F2ED#6: 再往前就是铁路货运站TERMINAL。,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
跳,U+8DF3,CJK UNIFIED IDEOGRAPH-8DF3,Lo,CJK Unified Ideographs,179,BRIEFING | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YPK_GTT/1C7679A5#171: 下面有稻草，按应该能跳进去。 || YPK_GTT/1C7679A5#271: 啊，这是什么香味……心跳有点加快了…… || YPK_GTT/1C79F36D#11: 翻滚对吧，就是那个前滚翻！用那招应该能跳到屋顶上！ || YPK_GTT/1C79F36D#12: 没有梯子也没关系。用翻滚应该也能跳到屋顶上吧？ || YPK_GTT/1C79F46D#40: 敏捷的棕色狐狸跳过了懒狗。,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
践,U+8DF5,CJK UNIFIED IDEOGRAPH-8DF5,Lo,CJK Unified Ideographs,53,BRIEFING | SLOT_OLANG | STAGEDAT_OLANG,STAGEDAT_OLANG/LANG_MYOUTER_DEVELOP_METAL.OLANG#18814: 准备践踏攻击 || SLOT_OLANG/5D140CA7#24830: 践踏命令：执行 || SLOT_OLANG/5D140CA7#24900: 践踏命令：执行 || SLOT_OLANG/5D140CA7#24970: 践踏命令：执行 || SLOT_OLANG/5D140CA7#25040: 践踏命令：执行,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
跷,U+8DF7,CJK UNIFIED IDEOGRAPH-8DF7,Lo,CJK Unified Ideographs,1,YPK_GTT,YPK_GTT/1C79F3ED#32: 这附近有蹊跷。,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
踏,U+8E0F,CJK UNIFIED IDEOGRAPH-8E0F,Lo,CJK Unified Ideographs,72,BRIEFING | SLOT_OLANG | STAGEDAT_OLANG,STAGEDAT_OLANG/LANG_MISSION_INFO.OLANG#7456: 抵达地下基地最深处的Snake踏入机库。出自MAINOPS『潜入地下基地』 || STAGEDAT_OLANG/LANG_MISSION_INFO.OLANG#7468: 为摧毁即将完成的AI，Snake取得ID卡，踏入Dr.Strangelove的AI研究设施（Lab）。出自MAINOPS『寻找ID卡』 || STAGEDAT_OLANG/LANG_MISSION_INFO.OLANG#7495: Snake追着Amanda踏入香蕉园，然而……。出自MAINOPS『追踪Amanda』 || STAGEDAT_OLANG/LANG_MISSION_INFO.OLANG#17995: 抵达地下基地最深处的Snake踏入机库。出自MAINOPS『潜入地下基地』 || STAGEDAT_OLANG/LANG_MISSION_INFO.OLANG#18007: 为摧毁即将完成的AI，Snake取得ID卡，踏入Dr.Strangelove的AI研究设施（Lab）。出自MAINOPS『寻找ID卡』,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
踞,U+8E1E,CJK UNIFIED IDEOGRAPH-8E1E,Lo,CJK Unified Ideographs,1,BRIEFING,BRIEFING/BRIEFING_FILES_BLOCK_02C580#6: 真讽刺。如今雇佣兵又盘踞在那座堡垒里。,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
踢,U+8E22,CJK UNIFIED IDEOGRAPH-8E22,Lo,CJK Unified Ideographs,15,BRIEFING | SLOT_OLANG,SLOT_OLANG/5D2362B8#30183: 启用后，击杀队友三次或以上的玩家将被踢出。 || SLOT_OLANG/5D2362B8#30190: 启用后，闲置10分钟的玩家将被踢出。 || SLOT_OLANG/5D2362B8#30228: 误杀踢出 || SLOT_OLANG/5D2362B8#30236: 闲置踢出 || SLOT_OLANG/5D83B291#61893: 踢出,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
踩,U+8E29,CJK UNIFIED IDEOGRAPH-8E29,Lo,CJK Unified Ideographs,10,LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YPK_GTT/1C0FB26B#179: 没有哪个士兵会蠢到踩香蕉摔倒。所以香蕉不能当设置型武器。 || YPK_GTT/1C7679A5#8: 要是能踩在什么东西上，应该就能翻过去…… || YPK_GTT/1C79F36D#4: 有些地方，也许能踩着木箱爬上屋顶。 || YPK_GTT/1C7A736D#77: 小心别被踩到！ || LOOSE_OLANG/007E2F18#4265: 把你踩扁！,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
踪,U+8E2A,CJK UNIFIED IDEOGRAPH-8E2A,Lo,CJK Unified Ideographs,221,BRIEFING | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YPK_GTT/1C7BF3AD#15: 钻头导弹会钻进地下追踪目标。 || LOOSE_OLANG/007E2F18#5311: ●m0230/MetalGear追踪事件 || LOOSE_OLANG/007E2F18#5329: ●追踪丛林列车 || LOOSE_OLANG/007E2F18#5462: ●追踪Amanda || STAGEDAT_OLANG/LANG_MISSION_INFO.OLANG#7332: m0230/(暂定)追踪METALGEAR,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
蹈,U+8E48,CJK UNIFIED IDEOGRAPH-8E48,Lo,CJK Unified Ideographs,1,BRIEFING,BRIEFING/BRIEFING_FILES_BLOCK_05D6C0#8: 它们会先拜资深雄鸟为师，学习舞蹈。然后组成一群，在雌鸟面前展示舞姿。,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
蹊,U+8E4A,CJK UNIFIED IDEOGRAPH-8E4A,Lo,CJK Unified Ideographs,1,YPK_GTT,YPK_GTT/1C79F3ED#32: 这附近有蹊跷。,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
蹑,U+8E51,CJK UNIFIED IDEOGRAPH-8E51,Lo,CJK Unified Ideographs,2,BRIEFING,BRIEFING/BRIEFING_FILES_BLOCK_013100#2: 也就是说，不需要再蹑手蹑脚地走了。,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
蹬,U+8E6C,CJK UNIFIED IDEOGRAPH-8E6C,Lo,CJK Unified Ideographs,1,YPK_GTT,YPK_GTT/1C79F42D#22: 它在空中蹬腿时可能会俯冲！,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
蹭,U+8E6D,CJK UNIFIED IDEOGRAPH-8E6D,Lo,CJK Unified Ideographs,5,BRIEFING | SLOT_OLANG | YPK_GTT,YPK_GTT/1C0FB26B#90: 那个笨蛋……！把那本杂志打掉，别让他磨蹭！ || YPK_GTT/1C0FB26B#218: 赶紧回收昏迷的士兵。磨蹭的话他会醒。 || SLOT_OLANG/5D3AF92D#33669: 糟了！不能再磨蹭了。 || BRIEFING/BRIEFING_FILES_BLOCK_074310#14: 要是磨蹭，它就会开始自我修复。记住，一降落就立刻攻击Pod的舱门。 || BRIEFING/BRIEFING_FILES_BLOCK_07FF00#31: 大概是闻出我们在做饭，Nuke跑来蹭我们的腿，可惜这并不是什么猫会喜欢的食物。,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
蹲,U+8E72,CJK UNIFIED IDEOGRAPH-8E72,Lo,CJK Unified Ideographs,106,BRIEFING | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YPK_GTT/1C0FB26B#129: 蹲下会更稳定。应该能减轻手抖。 || YPK_GTT/1C0FB26B#158: 拍下敌方指挥官做深蹲的样子。 || YPK_GTT/1C7A72AD#10: 蹲下时比站着恢复得更快。 || YPK_GTT/1C7A72AD#12: 按方向键下蹲下。 || YPK_GTT/1C7A72AD#13: 按A键蹲下。,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
身,U+8EAB,CJK UNIFIED IDEOGRAPH-8EAB,Lo,CJK Unified Ideographs,647,BRIEFING | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YPK_GTT/1C0FB26B#51: 幽灵被吸进那个士兵的身体了……？厉害，你把他救活了吗？ || YPK_GTT/1C0FB26B#138: 好！狙击成功。回收他身上的物品。 || YPK_GTT/1C0FB26B#163: 不行。别让障碍物挡住，拍到目标全身。尽量让目标在画面里大一点。 || YPK_GTT/1C0FB26B#239: 能藏身的地方应该有限。搜查遮蔽物。 || YPK_GTT/1C677327#1: 这里非常适合侦察SCOUT兵藏身。留意周围。,CN_ALREADY_COVERED,NO,NO,YES,YES,YES,YES
