character,codepoint,production_occurrences,classification,JPN-0007,JPN-000E,JPN-001C,JPN-00C7,MLG-0007,MLG-000E
虹,U+8679,38,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
虽,U+867D,145,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
虾,U+867E,5,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
蚀,U+8680,6,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
蚁,U+8681,16,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
蚂,U+8682,3,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
蚊,U+868A,6,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
蚓,U+8693,1,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
蚣,U+86A3,18,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
蚯,U+86AF,1,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
蛆,U+86C6,1,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
蛇,U+86C7,68,CN_ALREADY_COVERED,NO,YES,NO,YES,YES,YES
蛋,U+86CB,41,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
蛙,U+86D9,15,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
蛤,U+86E4,5,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
蛮,U+86EE,10,CN_ALREADY_COVERED,NO,NO,YES,YES,YES,YES
蛹,U+86F9,8,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
蛾,U+86FE,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
蜂,U+8702,26,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
蜈,U+8708,18,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
蜜,U+871C,9,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
蜡,U+8721,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
蜥,U+8725,7,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
蜴,U+8734,7,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
蝴,U+8774,15,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
蝶,U+8776,39,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
融,U+878D,18,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
螺,U+87BA,3,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
蟆,U+87C6,5,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
蟹,U+87F9,1,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
蠢,U+8822,55,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
血,U+8840,38,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
行,U+884C,3204,CN_ALREADY_COVERED,YES,YES,NO,YES,YES,YES
衍,U+884D,15,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
衔,U+8854,12,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
街,U+8857,5,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
衡,U+8861,33,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
衣,U+8863,62,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
补,U+8865,303,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
表,U+8868,340,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
衫,U+886B,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
衰,U+8870,2,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
衷,U+8877,4,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
袋,U+888B,6,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
袒,U+8892,1,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
袖,U+8896,19,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
袜,U+889C,5,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
被,U+88AB,1925,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
袭,U+88AD,530,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
裁,U+88C1,8,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
裂,U+88C2,11,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
装,U+88C5,4077,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
裔,U+88D4,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
裕,U+88D5,3,JPN_RECOVERABLE,NO,NO,NO,YES,NO,NO
裙,U+88D9,4,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
裤,U+88E4,119,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
裸,U+88F8,143,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
裹,U+88F9,22,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
褐,U+8910,7,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
西,U+897F,1175,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
要,U+8981,3942,CN_ALREADY_COVERED,YES,YES,YES,YES,YES,YES
覆,U+8986,20,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
见,U+89C1,494,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
观,U+89C2,264,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
规,U+89C4,217,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
视,U+89C6,448,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
览,U+89C8,6,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
觉,U+89C9,568,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
觑,U+89D1,5,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
角,U+89D2,348,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
解,U+89E3,419,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
触,U+89E6,215,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
言,U+8A00,284,CN_ALREADY_COVERED,YES,NO,YES,YES,YES,YES
誉,U+8A89,18,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
誓,U+8A93,3,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
警,U+8B66,1139,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
计,U+8BA1,1582,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
订,U+8BA2,3,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
认,U+8BA4,675,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
讨,U+8BA8,80,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
让,U+8BA9,1231,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
讪,U+8BAA,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
训,U+8BAD,210,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
议,U+8BAE,136,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
讯,U+8BAF,59,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
记,U+8BB0,1221,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
讲,U+8BB2,178,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
讶,U+8BB6,6,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
许,U+8BB8,410,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
论,U+8BBA,115,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
讽,U+8BBD,9,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
设,U+8BBE,2401,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
访,U+8BBF,44,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
诀,U+8BC0,8,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
证,U+8BC1,118,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
评,U+8BC4,44,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
诅,U+8BC5,77,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
识,U+8BC6,165,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
诉,U+8BC9,877,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
诊,U+8BCA,51,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
词,U+8BCD,281,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
试,U+8BD5,831,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
诗,U+8BD7,2,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
诚,U+8BDA,12,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
话,U+8BDD,876,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
诞,U+8BDE,43,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
诠,U+8BE0,1,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
诡,U+8BE1,2,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
询,U+8BE2,1,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
该,U+8BE5,783,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
详,U+8BE6,148,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
诩,U+8BE9,1,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
语,U+8BED,477,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
误,U+8BEF,355,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
诱,U+8BF1,93,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
说,U+8BF4,2130,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
诶,U+8BF6,54,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
请,U+8BF7,1903,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
诸,U+8BF8,5,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
诺,U+8BFA,90,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
读,U+8BFB,194,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
课,U+8BFE,2,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
谁,U+8C01,729,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
调,U+8C03,267,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
谅,U+8C05,8,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
谈,U+8C08,39,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
谊,U+8C0A,8,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
谋,U+8C0B,9,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
谍,U+8C0D,57,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
谎,U+8C0E,13,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
谓,U+8C13,47,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
谚,U+8C1A,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
谜,U+8C1C,6,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
谢,U+8C22,325,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
谣,U+8C23,1,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
谦,U+8C26,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
谨,U+8C28,16,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
谬,U+8C2C,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
谱,U+8C31,66,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
谴,U+8C34,2,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
谷,U+8C37,28,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
豆,U+8C46,10,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
象,U+8C61,153,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
豪,U+8C6A,7,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
豫,U+8C6B,10,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
豺,U+8C7A,4,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
贝,U+8D1D,75,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
贞,U+8D1E,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
负,U+8D1F,268,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
贡,U+8D21,5,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
财,U+8D22,4,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
责,U+8D23,108,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
贤,U+8D24,25,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
败,U+8D25,800,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
账,U+8D26,55,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
货,U+8D27,115,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
质,U+8D28,40,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
贩,U+8D29,5,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
贫,U+8D2B,3,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
贬,U+8D2C,2,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
购,U+8D2D,3,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
贯,U+8D2F,58,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
贴,U+8D34,38,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
贵,U+8D35,17,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
贸,U+8D38,3,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
费,U+8D39,81,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
贺,U+8D3A,2,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
贼,U+8D3C,8,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
资,U+8D44,368,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
赋,U+8D4B,17,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
赌,U+8D4C,14,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
赎,U+8D4E,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
赏,U+8D4F,3,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
赐,U+8D50,10,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
赖,U+8D56,55,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
赚,U+8D5A,31,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
赛,U+8D5B,48,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
赝,U+8D5D,1,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
赞,U+8D5E,23,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
赠,U+8D60,13,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
赢,U+8D62,138,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
赤,U+8D64,4,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
赫,U+8D6B,7,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
走,U+8D70,529,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
赴,U+8D74,9,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
赶,U+8D76,132,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
起,U+8D77,1052,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
趁,U+8D81,35,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
超,U+8D85,427,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
越,U+8D8A,521,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
趟,U+8D9F,3,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
趣,U+8DA3,146,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
足,U+8DB3,439,CN_ALREADY_COVERED,NO,YES,NO,YES,YES,YES
趴,U+8DB4,176,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
跃,U+8DC3,15,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
跌,U+8DCC,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
跑,U+8DD1,264,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
距,U+8DDD,266,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
跟,U+8DDF,338,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
跨,U+8DE8,8,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
路,U+8DEF,323,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
跳,U+8DF3,179,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
践,U+8DF5,53,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
跷,U+8DF7,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
踏,U+8E0F,72,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
踞,U+8E1E,1,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
踢,U+8E22,15,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
踩,U+8E29,10,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
踪,U+8E2A,221,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
蹈,U+8E48,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
蹊,U+8E4A,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
蹑,U+8E51,2,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
蹬,U+8E6C,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
蹭,U+8E6D,5,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
蹲,U+8E72,106,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
身,U+8EAB,647,CN_ALREADY_COVERED,NO,NO,YES,YES,YES,YES
躯,U+8EAF,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
躲,U+8EB2,208,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
躺,U+8EBA,7,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
车,U+8F66,1354,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
轨,U+8F68,98,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
转,U+8F6C,444,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
轮,U+8F6E,118,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
软,U+8F6F,6,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
轰,U+8F70,241,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
轴,U+8F74,3,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
轻,U+8F7B,681,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
载,U+8F7D,1153,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
轿,U+8F7F,1,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
较,U+8F83,377,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
辅,U+8F85,19,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
辆,U+8F86,330,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
辈,U+8F88,3,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
辉,U+8F89,2,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
辐,U+8F90,16,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
辑,U+8F91,177,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
输,U+8F93,408,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
辖,U+8F96,1,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
辗,U+8F97,5,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
辛,U+8F9B,101,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
辜,U+8F9C,3,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
辞,U+8F9E,2,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
辟,U+8F9F,2,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
辣,U+8FA3,16,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
辨,U+8FA8,8,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
辩,U+8FA9,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
辱,U+8FB1,7,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
边,U+8FB9,2134,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
达,U+8FBE,932,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
迁,U+8FC1,2,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
迂,U+8FC2,2,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
迄,U+8FC4,1,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
迅,U+8FC5,25,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
过,U+8FC7,3669,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
迈,U+8FC8,44,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
迎,U+8FCE,212,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
运,U+8FD0,502,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
近,U+8FD1,1041,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
返,U+8FD4,490,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
还,U+8FD8,1936,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
这,U+8FD9,4517,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
进,U+8FDB,2588,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
远,U+8FDC,392,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
违,U+8FDD,9,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
连,U+8FDE,865,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
迟,U+8FDF,23,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
迢,U+8FE2,2,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
迪,U+8FEA,244,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
迫,U+8FEB,84,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
迭,U+8FED,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
述,U+8FF0,17,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
迷,U+8FF7,1053,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
迸,U+8FF8,1,JPN_RECOVERABLE,NO,NO,NO,YES,NO,NO
迹,U+8FF9,174,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
追,U+8FFD,406,CN_ALREADY_COVERED,YES,YES,NO,YES,YES,YES
退,U+9000,209,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
送,U+9001,322,CN_ALREADY_COVERED,NO,NO,YES,YES,YES,YES
适,U+9002,183,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
逃,U+9003,551,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
逅,U+9005,16,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
逆,U+9006,2,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
选,U+9009,1190,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
逊,U+900A,5,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
透,U+900F,51,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
逐,U+9010,97,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
递,U+9012,5,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
途,U+9014,61,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
逗,U+9017,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
通,U+901A,1609,CN_ALREADY_COVERED,YES,YES,NO,YES,YES,YES
逛,U+901B,2,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
逝,U+901D,4,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
逞,U+901E,6,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
速,U+901F,595,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
造,U+9020,356,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
逢,U+9022,17,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
逮,U+902E,2,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
逻,U+903B,432,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
逼,U+903C,102,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
遇,U+9047,78,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
遍,U+904D,47,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
遏,U+904F,4,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
道,U+9053,1818,CN_ALREADY_COVERED,YES,YES,NO,YES,YES,YES
遗,U+9057,206,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
遣,U+9063,74,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
遥,U+9065,8,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
遭,U+906D,175,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
遮,U+906E,17,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
遵,U+9075,2,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
避,U+907F,126,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
邀,U+9080,39,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
邂,U+9082,16,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
那,U+90A3,2416,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
邦,U+90A6,1,CN_ALREADY_COVERED,NO,NO,NO,YES,YES,YES
邪,U+90AA,2,CN_ALREADY_COVERED,NO,YES,NO,YES,YES,YES
邮,U+90AE,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
邻,U+90BB,81,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
郁,U+90C1,8,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
郊,U+90CA,1,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
郎,U+90CE,2,CN_ALREADY_COVERED,NO,YES,NO,YES,YES,YES
郑,U+90D1,3,TRUE_NEW_GLYPH,NO,NO,NO,NO,NO,NO
部,U+90E8,2342,CN_ALREADY_COVERED,YES,NO,NO,YES,YES,YES
都,U+90FD,1487,CN_ALREADY_COVERED,NO,NO,YES,YES,YES,YES
鄙,U+9119,39,CN_ALREADY_COVERED,NO,NO,NO,NO,YES,YES
